"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","Year First Published","Crystal Systems","Space Groups","Oldest Known Age (Ma)","IMA Mineral Symbol","Paragenetic Modes"
"Fluorstrophite","Fluorstrophite","SrCaSr3(PO4)3F","SrCaSr3(PO4)3F","SrCaSr_3_(PO_4_)_3_F","SrCaSr_3_(PO_4_)_3_F","Sr Ca P O F","1962","hexagonal","P6_3","2500","Fstr","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Fluorthalénite-(Y)","Fluorthalenite-(Y)","Y3+3Si3O10F","Y3Si3O10F","Y^3+^_3_Si_3_O_10_F","Y_3_Si_3_O_10_F","Y Si O F","","","","","",""
"Fluor-tsilaisite","Fluor-tsilaisite","NaMn2+3Al6(Si6O18)(BO3)3(OH)3F","NaMn2+3Al6(Si6O18)(BO3)3(OH)3F","NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F","NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F","Na Mn Al Si O B H F","2012","hexagonal","R3m","2000","Ftl","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Fluor-uvite","Fluor-uvite","CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F","CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F","CaMg_3_(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_F","CaMg_3_(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_F","Ca Mg Al Si O B H F","1930","hexagonal","R3m","1349","Fluvt","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Fluorvesuvianite","Fluorvesuvianite","Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9","Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9","Ca_19_(Al,Mg)_13_(SiO_4_)_10_(Si_2_O_7_)_4_O(F,OH)_9_","Ca_19_(Al,Mg)_13_(SiO_4_)_10_(Si_2_O_7_)_4_O(F,OH)_9_","Ca Al Mg Si O F H","2000","tetragonal","P4/nnc","2004","Fves","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Fluorwavellite","Fluorwavellite","Al3(PO4)2(OH)2F·5H2O","Al3(PO4)2(OH)2F·5H2O","Al_3_(PO_4_)_2_(OH)_2_F·5H_2_O","Al_3_(PO_4_)_2_(OH)_2_F·5H_2_O","Al P O H F","2015","orthorhombic","Pcnm","443","Fwav","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Flurlite","Flurlite","Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O","Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O","Zn^2+^Zn^2+^_3_Fe^3+^(PO_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O","Zn^2+^Zn^2+^_3_Fe^3+^(PO_4_)_3_(OH)_2_(H_2_O)_7_·2H_2_O","Zn Fe P O H","2014","monoclinic","P2_1/m","561","Flu","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Foggite","Foggite","CaAlPO4(OH)2·H2O","CaAl(PO4)(OH)2·H2O","CaAlPO_4_(OH)_2_·H_2_O","CaAl(PO_4_)(OH)_2_·H_2_O","Ca Al P O H","1973","orthorhombic","A2_122","326","Fgg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Fogoite-(Y)","Fogoite-(Y)","Ca2Y2Na3Ti4+(Si2O7)2(OF)F2","Ca2Y2Na3Ti(Si2O7)2(OF)F2","Ca_2_Y_2_Na_3_Ti^4+^(Si_2_O_7_)_2_(OF)F_2_","Ca_2_Y_2_Na_3_Ti(Si_2_O_7_)_2_(OF)F_2_","Ca Y Na Ti Si O F","2014","triclinic","P-1","","Fog-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Foitite","Foitite","[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3OH","[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH)","[box](Fe^2+^_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","[box](Fe^2+^_2_Al)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)","Fe Al Si O B H","1992","hexagonal","R3m","2799","Foi","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Folvikite","Folvikite","Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4","Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4","Sb^5+^Mn^3+^(Mg,Mn^2+^)_10_O_8_(BO_3_)_4_","Sb^5+^Mn^3+^(Mg,Mn^2+^)_10_O_8_(BO_3_)_4_","Sb Mn Mg O B","2016","monoclinic","P2","444","Fvk","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Fontanite","Fontanite","Ca(U6+O2)3(CO3)2O2·6H2O","Ca(UO2)3(CO3)2O2·6H2O","Ca(U^6+^O_2_)_3_(CO_3_)_2_O_2_·6H_2_O","Ca(UO_2_)_3_(CO_3_)_2_O_2_·6H_2_O","Ca U O C H","1991","monoclinic","P2_1/n","282.7","Ftn","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Fontarnauite","Fontarnauite","(Na,K)2(Sr,Ca)(S6+O4)[B5O8(OH)]·2H2O","(Na,K)2(Sr,Ca)(SO4)[B5O8(OH)](H2O)2","(Na,K)_2_(Sr,Ca)(S^6+^O_4_)[B_5_O_8_(OH)]·2H_2_O","(Na,K)_2_(Sr,Ca)(SO_4_)[B_5_O_8_(OH)](H_2_O)_2_","Na K Sr Ca S O B H","2009","monoclinic","P2_1/c","","Fon","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations"
"Foordite","Foordite","Sn2+Nb5+2O6","Sn2+Nb2O6","Sn^2+^Nb^5+^_2_O_6_","Sn^2+^Nb_2_O_6_","Sn Nb O","1984","monoclinic","C2/c","945","Foo","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Footemineite","Footemineite","Ca2Mn2+5Be4(PO4)6(OH)4·6H2O","Ca2Mn2+5Be4(PO4)6(OH)4·6H2O","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca Mn Be P O H","2006","triclinic","P-1","345","Ftm","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Forêtite","Foretite","Cu2+2Al2(As5+O4)(OH,O,H2O)6","Cu2Al2(AsO4)(OH,O,H2O)6","Cu^2+^_2_Al_2_(As^5+^O_4_)(OH,O,H_2_O)_6_","Cu_2_Al_2_(AsO_4_)(OH,O,H_2_O)_6_","Cu Al As O H","2011","","","225","Frê","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Formanite-(Y)","Formanite-(Y)","YTa5+O4","YTaO4","YTa^5+^O_4_","YTaO_4_","Y Ta O","1944","monoclinic","P2/a","4000","Frm-Y","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Formicaite","Formicaite","Ca(HCOO)1-2","Ca(CHOO)2","Ca(HCOO)^1-^_2_","Ca(CHOO)_2_","Ca C H O","1998","tetragonal","P4_12_12","144","Fmc","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM31 - Contact metamorphism"
"Fornacite","Fornacite","Cu2+Pb2+2(Cr6+O4)(As5+O4)(OH)","CuPb2(CrO4)(AsO4)(OH)","Cu^2+^Pb^2+^_2_(Cr^6+^O_4_)(As^5+^O_4_)(OH)","CuPb_2_(CrO_4_)(AsO_4_)(OH)","Cu Pb Cr O As H","1915","monoclinic","P2_1/c","3200","For","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Forsterite","Forsterite","Mg2SiO4","Mg2(SiO4)","Mg_2_SiO_4_","Mg_2_(SiO_4_)","Mg Si O","1824","orthorhombic","Pbnm|Pnma","4700","Fo","Abiotic, Biotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM8 - Mafic igneous rocks, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM20 - Acidic volcanic rocks, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism, Stage 10b: Anthropogenic minerals, PM57 - Other minerals formed by human processes"
"Foshagite","Foshagite","Ca4(SiO3)3(OH)2","Ca4(SiO3)3(OH)2","Ca_4_(SiO_3_)_3_(OH)_2_","Ca_4_(SiO_3_)_3_(OH)_2_","Ca Si O H","1925","triclinic|unknown","P-1","1054","Fos","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Fougèrite","Fougerite","Fe2+4Fe3+2(OH)12(CO3)·3H2O","Fe2+4Fe3+2(OH)12(CO3)·3H2O","Fe^2+^_4_Fe^3+^_2_(OH)_12_(CO_3_)·3H_2_O","Fe^2+^_4_Fe^3+^_2_(OH)_12_(CO_3_)·3H_2_O","Fe O H C","2003","hexagonal","R-3m","599","Fgè","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Fourmarierite","Fourmarierite","Pb2+1-xO3-2x(U6+O2)4(OH)4+2x·4H2O","Pb1-xO3-2x(UO2)4(OH)4+2x·4H2O","Pb^2+^_1-x_O_3-2x_(U^6+^O_2_)_4_(OH)_4+2x_·4H_2_O","Pb_1-x_O_3-2x_(UO_2_)_4_(OH)_4+2x_·4H_2_O","Pb O U H","1924","orthorhombic","Bb2_1m","1840","Fmr","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM27 - Radioactive decay; auto-oxidation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Fowlerite","Fowlerite","(Mn2+,Zn2+)SiO3","(Mn,Zn)SiO3","(Mn^2+^,Zn^2+^)SiO_3_","(Mn,Zn)SiO_3_","Mn Zn Si O","1832","","","1349","Fwl","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Fraipontite","Fraipontite","(Zn2+,Al)3(Si,Al)2O5(OH)4","(Zn,Al)3(Si,Al)2O5(OH)4","(Zn^2+^,Al)_3_(Si,Al)_2_O_5_(OH)_4_","(Zn,Al)_3_(Si,Al)_2_O_5_(OH)_4_","Zn Al Si O H","1927","monoclinic","","1795","Fpt","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Francevillite","Francevillite","Ba(U6+O2)2(V5+O4)2·5H2O","Ba(UO2)2(VO4)2·5H2O","Ba(U^6+^O_2_)_2_(V^5+^O_4_)_2_·5H_2_O","Ba(UO_2_)_2_(VO_4_)_2_·5H_2_O","Ba U O V H","1957","orthorhombic","Pcan","1840","Fvl","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Franciscanite","Franciscanite","Mn2+6(V5+[box])(SiO4)2O3(OH)3","Mn2+6(V5+[box])(SiO4)2O3(OH)3","Mn^2+^_6_(V^5+^[box])(SiO_4_)_2_O_3_(OH)_3_","Mn^2+^_6_(V^5+^[box])(SiO_4_)_2_O_3_(OH)_3_","Mn V Si O H","1985","hexagonal","P3","100","Fcc","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Francisite","Francisite","Cu2+3Bi3+(Se4+O3)2O2Cl","Cu3Bi(Se4+O3)2O2Cl","Cu^2+^_3_Bi^3+^(Se^4+^O_3_)_2_O_2_Cl","Cu_3_Bi(Se^4+^O_3_)_2_O_2_Cl","Cu Bi Se O Cl","1989","orthorhombic","Pmmn","1795","Fcs","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Franckeite","Franckeite","Pb2+21.7Sn4+9.3(Fe2+,Fe3+)4.0Sb3+8.1S2-56.9","Pb21.7Sn9.3Fe4.0Sb8.1S56.9","Pb^2+^_21.7_Sn^4+^_9.3_(Fe^2+^,Fe^3+^)_4.0_Sb^3+^_8.1_S^2-^_56.9_","Pb_21.7_Sn_9.3_Fe_4.0_Sb_8.1_S_56.9_","Pb Sn Fe Sb S","1893","triclinic","C-1","419.2","Fke","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Francoanellite","Francoanellite","K3Al5(PO3OH)6(PO4)2·12H2O","K3Al5(PO3OH)6(PO4)2·12H2O","K_3_Al_5_(PO_3_OH)_6_(PO_4_)_2_·12H_2_O","K_3_Al_5_(PO_3_OH)_6_(PO_4_)_2_·12H_2_O","K Al P O H","1974","hexagonal","R-3c","100.5","Fan","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Françoisite-(Ce)","Francoisite-(Ce)","Ce3+(U6+O2)3(PO4)2O(OH)·6H2O","Ce(UO2)3O(OH)(PO4)2·6H2O","Ce^3+^(U^6+^O_2_)_3_(PO_4_)_2_O(OH)·6H_2_O","Ce(UO_2_)_3_O(OH)(PO_4_)_2_·6H_2_O","Ce U O H P","2004","monoclinic","P2_1/c","394","Frç-Ce","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Françoisite-(Nd)","Francoisite-(Nd)","Nd3+(U6+O2)3(PO4)2O(OH)·6H2O","Nd(UO2)3O(OH)(PO4)2·6H2O","Nd^3+^(U^6+^O_2_)_3_(PO_4_)_2_O(OH)·6H_2_O","Nd(UO_2_)_3_O(OH)(PO_4_)_2_·6H_2_O","Nd U O H P","1987","monoclinic","P2_1/c","1840","Frç-Nd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Franconite","Franconite","NaNb5+2O5(OH)·3H2O","NaNb2O5(OH)·3H2O","NaNb^5+^_2_O_5_(OH)·3H_2_O","NaNb_2_O_5_(OH)·3H_2_O","Na Nb O H","1981","monoclinic","P2_1/c","488.3","Fra","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Frankamenite","Frankamenite","K3Na3Ca5Si12O30F3(OH)·H2O","K3Na3Ca5Si12O30F3(OH)·H2O","K_3_Na_3_Ca_5_Si_12_O_30_F_3_(OH)·H_2_O","K_3_Na_3_Ca_5_Si_12_O_30_F_3_(OH)·H_2_O","K Na Ca Si O F H","1994","triclinic","P1","144","Fkm","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Frankdicksonite","Frankdicksonite","BaF2","BaF2","BaF_2_","BaF_2_","Ba F","1974","cubic","Fm3m","246.9","Fds","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits"
"Frankhawthorneite","Frankhawthorneite","Cu2+2Te6+O4(OH)2","Cu2Te6+O4(OH)2","Cu^2+^_2_Te^6+^O_4_(OH)_2_","Cu_2_Te^6+^O_4_(OH)_2_","Cu Te O H","1993","monoclinic","P2_1/n","946","Fht","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Franklinfurnaceite","Franklinfurnaceite","Ca2Mn2+3Mn3+Fe3+Zn2+2Si2O10(OH)8","Ca2Mn2+3Mn3+Fe3+Zn2Si2O10(OH)8","Ca_2_Mn^2+^_3_Mn^3+^Fe^3+^Zn^2+^_2_Si_2_O_10_(OH)_8_","Ca_2_Mn^2+^_3_Mn^3+^Fe^3+^Zn_2_Si_2_O_10_(OH)_8_","Ca Mn Fe Zn Si O H","1986","monoclinic","C2","1349","Fkf","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Franklinite","Franklinite","Zn2+Fe3+2O4","ZnFe3+2O4","Zn^2+^Fe^3+^_2_O_4_","ZnFe^3+^_2_O_4_","Zn Fe O","1819","cubic","Fd3m|Fd-3m","3640","Frk","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Franklinphilite","Franklinphilite","(K,Na)4(Mn2+,Mg,Zn2+)48(Si,Al)72(O,OH)216·6H2O","(K,Na)4(Mn2+,Mg,Zn)48(Si,Al)72(O,OH)216·6H2O","(K,Na)_4_(Mn^2+^,Mg,Zn^2+^)_48_(Si,Al)_72_(O,OH)_216_·6H_2_O","(K,Na)_4_(Mn^2+^,Mg,Zn)_48_(Si,Al)_72_(O,OH)_216_·6H_2_O","K Na Mn Mg Zn Si Al O H","1990","triclinic","","1349","Fkp","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Franksousaite","Franksousaite","Pb2+Cu2+(Se6+O4)(OH)2","PbCu(Se6+O4)(OH)2","Pb^2+^Cu^2+^(Se^6+^O_4_)(OH)_2_","PbCu(Se^6+^O_4_)(OH)_2_","Pb Cu Se O H","2022","monoclinic","","","Fns","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Fransoletite","Fransoletite","Ca3Be2(PO4)2(PO3OH)2·4H2O","Ca3Be2(PO4)2(PO3OH)2·4H2O","Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O","Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O","Ca Be P O H","1982","monoclinic","P2_1/a","1702","Fsl","Abiotic, Biotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Franzinite","Franzinite","(Na,K)30Ca10(Si30Al30)O120(S6+O4)10·2H2O","(Na,K)30Ca10(Si30Al30)O120(SO4)10·2H2O","(Na,K)_30_Ca_10_(Si_30_Al_30_)O_120_(S^6+^O_4_)_10_·2H_2_O","(Na,K)_30_Ca_10_(Si_30_Al_30_)O_120_(SO_4_)_10_·2H_2_O","Na K Ca Si Al O S H","1976","hexagonal","P321","1","Frz","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Freboldite","Freboldite","CoSe","CoSe","CoSe","CoSe","Co Se","1957","hexagonal","P6_3mc","296","Fbd","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Fredrikssonite","Fredrikssonite","Mg2Mn3+O2(BO3)","Mg2Mn3+O2(BO3)","Mg_2_Mn^3+^O_2_(BO_3_)","Mg_2_Mn^3+^O_2_(BO_3_)","Mg Mn O B","1983","orthorhombic","Pbam","1898","Fdk","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Freedite","Freedite","Cu1+Pb2+8(As3+O3)2O3Cl5","Cu1+Pb8(As3+O3)2O3Cl5","Cu^1+^Pb^2+^_8_(As^3+^O_3_)_2_O_3_Cl_5_","Cu^1+^Pb_8_(As^3+^O_3_)_2_O_3_Cl_5_","Cu Pb As O Cl","1984","monoclinic","C2/m","1898","Fre","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Freibergite","Freibergite","Ag1+6[Cu1+4Fe2+2]Sb3+4S2-12","Ag6[Cu4Fe2]Sb4S12","Ag^1+^_6_[Cu^1+^_4_Fe^2+^_2_]Sb^3+^_4_S^2-^_12_","Ag_6_[Cu_4_Fe_2_]Sb_4_S_12_","Ag Cu Fe Sb S","1853","cubic","I-43m","2735","Fb","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Freieslebenite","Freieslebenite","Ag1+Pb2+Sb3+S2-3","AgPbSbS3","Ag^1+^Pb^2+^Sb^3+^S^2-^_3_","AgPbSbS_3_","Ag Pb Sb S","1845","monoclinic","P2_1/a","2735","Flb","Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM14 - Hot springs & geysers, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Freitalite","Freitalite","C14H10","C14H10","C_14_H_10_","C_14_H_10_","C H","2020","monoclinic","P2_1/a","","Fta","Biotic; Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Fresnoite","Fresnoite","Ba2Ti4+O(Si2O7)","Ba2TiO(Si2O7)","Ba_2_Ti^4+^O(Si_2_O_7_)","Ba_2_TiO(Si_2_O_7_)","Ba Ti O Si","1964","tetragonal","P4bm","2038","Fno","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Freudenbergite","Freudenbergite","Na(Ti4+3Fe3+)O8","Na(Ti4+3Fe3+)O8","Na(Ti^4+^_3_Fe^3+^)O_8_","Na(Ti^4+^_3_Fe^3+^)O_8_","Na Ti Fe O","1961","monoclinic","C2/m","500","Fdb","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM41 - Mantle metasomatism"
"Friedelite","Friedelite","Mn2+8Si6O15(OH)10","Mn2+8Si6O15(OH)10","Mn^2+^_8_Si_6_O_15_(OH)_10_","Mn^2+^_8_Si_6_O_15_(OH)_10_","Mn Si O H","1876","monoclinic","C2/m","2400","Fdl","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Friedrichbeckeite","Friedrichbeckeite","K([box]Na)Mg2(MgBe2Si12)O30","K([box]Na)Mg2(Be2Mg)Si12O30","K([box]Na)Mg_2_(MgBe_2_Si_12_)O_30_","K([box]Na)Mg_2_(Be_2_Mg)Si_12_O_30_","K Na Mg Be Si O","2008","hexagonal","P6/mcc","0.4","Fri","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals"
"Friedrichite","Friedrichite","Cu1+5Pb2+5Bi3+7S2-18","Cu5Pb5Bi7S18","Cu^1+^_5_Pb^2+^_5_Bi^3+^_7_S^2-^_18_","Cu_5_Pb_5_Bi_7_S_18_","Cu Pb Bi S","1977","orthorhombic","Pb2_1m","2000","Frd","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Fritzscheite","Fritzscheite","Mn2+(U6+O2)2(V5+O4,PO4)2·4H2O","Mn2+(UO2)2(VO4,PO4)2·4H2O","Mn^2+^(U^6+^O_2_)_2_(V^5+^O_4_,PO_4_)_2_·4H_2_O","Mn^2+^(UO_2_)_2_(VO_4_,PO_4_)_2_·4H_2_O","Mn U O V P H","1865","orthorhombic","Pnam","326.4","Fzs","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Frohbergite","Frohbergite","FeTe2","FeTe2","FeTe_2_","FeTe_2_","Fe Te","1947","orthorhombic","Pmnn","4000","Frb","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Frolovite","Frolovite","Ca[B(OH)4]2","Ca[B(OH)4]2","Ca[B(OH)_4_]_2_","Ca[B(OH)_4_]_2_","Ca B O H","1957","triclinic","P-1","252","Flv","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Frondelite","Frondelite","(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5","(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5","(Mn^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_","(Mn^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_","Mn Fe P O H","1949","orthorhombic","Cmcm","1800","Fnd","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Froodite","Froodite","PdBi2","PdBi2","PdBi_2_","PdBi_2_","Pd Bi","1958","monoclinic","C2/m","2490","Fro","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
"Fuenzalidaite","Fuenzalidaite","K3Na5Mg5(I5+O3)6(S6+O4)6·6H2O","K3Na5Mg5(IO3)6(SO4)6·6H2O","K_3_Na_5_Mg_5_(I^5+^O_3_)_6_(S^6+^O_4_)_6_·6H_2_O","K_3_Na_5_Mg_5_(IO_3_)_6_(SO_4_)_6_·6H_2_O","K Na Mg I O S H","1993","hexagonal","P-3c1","","Fzl","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
